,confidence,price
2015-05-22,0.2,2126.06005859375
2015-05-26,0.248,2104.199951171875
2015-05-27,0.248,2123.47998046875
2015-05-28,0.216,2120.7900390625
2015-05-29,0.2,2107.389892578125
2015-06-01,0.16,2111.72998046875
2015-06-02,0.192,2109.60009765625
2015-06-03,0.184,2114.070068359375
2015-06-04,0.184,2095.840087890625
2015-06-05,0.224,2092.830078125
2015-06-08,0.176,2079.280029296875
2015-06-09,0.152,2080.14990234375
2015-06-10,0.136,2105.199951171875
2015-06-11,0.088,2108.860107421875
2015-06-12,0.048,2094.110107421875
2015-06-15,0.088,2084.429931640625
2015-06-16,0.072,2096.2900390625
2015-06-17,0.072,2100.43994140625
2015-06-18,0.072,2121.239990234375
2015-06-19,0.104,2109.989990234375
2015-06-22,0.128,2122.85009765625
2015-06-23,0.096,2124.199951171875
2015-06-24,0.08,2108.580078125
2015-06-25,0.072,2102.31005859375
2015-06-26,0.104,2101.489990234375
2015-06-29,0.088,2057.639892578125
2015-06-30,0.072,2063.110107421875
2015-07-01,0.064,2077.419921875
2015-07-02,0.072,2076.780029296875
2015-07-06,0.04,2068.760009765625
2015-07-07,0.024,2081.340087890625
2015-07-08,0.048,2046.6800537109375
2015-07-09,0.032,2051.31005859375
2015-07-10,0.024,2076.6201171875
2015-07-13,0.008,2099.60009765625
2015-07-14,0.008,2108.949951171875
2015-07-15,0.008,2107.39990234375
2015-07-16,0.0,2124.2900390625
2015-07-17,0.0,2126.639892578125
2015-07-20,0.016,2128.280029296875
2015-07-21,0.0,2119.2099609375
2015-07-22,0.008,2114.14990234375
2015-07-23,0.016,2102.14990234375
2015-07-24,0.008,2079.64990234375
2015-07-27,0.0,2067.639892578125
2015-07-28,0.0,2093.25
2015-07-29,0.0,2108.570068359375
2015-07-30,0.008,2108.6298828125
2015-07-31,0.0,2103.840087890625
2015-08-03,0.0,2098.0400390625
2015-08-04,0.0,2093.320068359375
2015-08-05,0.008,2099.840087890625
2015-08-06,0.0,2083.56005859375
2015-08-07,0.0,2077.570068359375
2015-08-10,0.016,2104.179931640625
2015-08-11,0.016,2084.070068359375
2015-08-12,0.016,2086.050048828125
2015-08-13,0.0,2083.389892578125
2015-08-14,0.0,2091.5400390625
2015-08-17,0.0,2102.43994140625
2015-08-18,0.0,2096.919921875
2015-08-19,0.0,2079.610107421875
2015-08-20,0.0,2035.72998046875
2015-08-21,0.0,1970.8900146484375
2015-08-24,0.008,1893.2099609375
2015-08-25,0.0,1867.6099853515625
2015-08-26,0.0,1940.510009765625
2015-08-27,0.0,1987.6600341796875
2015-08-28,0.008,1988.8699951171875
2015-08-31,0.0,1972.1800537109375
2015-09-01,0.0,1913.8499755859375
2015-09-02,0.0,1948.8599853515625
2015-09-03,0.008,1951.1300048828125
2015-09-04,0.0,1921.219970703125
2015-09-08,-0.008,1969.4100341796875
2015-09-09,0.016,1942.0400390625
2015-09-10,0.0,1952.2900390625
2015-09-11,0.016,1961.050048828125
2015-09-14,0.008,1953.030029296875
2015-09-15,0.008,1978.0899658203125
2015-09-16,0.0,1995.31005859375
2015-09-17,0.0,1990.199951171875
2015-09-18,0.0,1958.030029296875
2015-09-21,0.016,1966.969970703125
2015-09-22,0.008,1942.739990234375
2015-09-23,0.008,1938.760009765625
2015-09-24,0.016,1932.239990234375
2015-09-25,0.008,1931.3399658203125
2015-09-28,0.008,1881.77001953125
2015-09-29,0.024,1884.0899658203125
2015-09-30,0.008,1920.030029296875
2015-10-01,0.008,1923.8199462890625
2015-10-02,0.024,1951.3599853515625
2015-10-05,0.024,1987.050048828125
2015-10-06,0.032,1979.9200439453125
2015-10-07,0.024,1995.8299560546875
2015-10-08,-0.016,2013.4300537109375
2015-10-09,0.024,2014.8900146484375
2015-10-12,0.008,2017.4599609375
2015-10-13,0.024,2003.68994140625
2015-10-14,0.024,1994.239990234375
2015-10-15,-0.008,2023.8599853515625
2015-10-16,0.016,2033.1099853515625
2015-10-19,0.016,2033.6600341796875
2015-10-20,0.016,2030.77001953125
2015-10-21,0.032,2018.93994140625
2015-10-22,0.016,2052.510009765625
2015-10-23,0.008,2075.14990234375
2015-10-26,0.016,2071.179931640625
2015-10-27,0.024,2065.889892578125
2015-10-28,0.0,2090.35009765625
2015-10-29,0.008,2089.409912109375
2015-10-30,0.024,2079.360107421875
2015-11-02,0.016,2104.050048828125
2015-11-03,0.0,2109.7900390625
2015-11-04,-0.008,2102.31005859375
2015-11-05,0.032,2099.929931640625
2015-11-06,0.064,2099.199951171875
2015-11-09,0.104,2078.580078125
2015-11-10,0.08,2081.719970703125
2015-11-11,0.088,2075.0
2015-11-12,0.08,2045.969970703125
2015-11-13,0.056,2023.0400390625
2015-11-16,0.064,2053.18994140625
2015-11-17,0.024,2050.43994140625
2015-11-18,0.0,2083.580078125
2015-11-19,0.088,2081.239990234375
2015-11-20,0.088,2089.169921875
2015-11-23,0.096,2086.590087890625
2015-11-24,0.064,2089.139892578125
2015-11-25,0.08,2088.8701171875
2015-11-27,0.048,2090.110107421875
2015-11-30,0.088,2080.409912109375
2015-12-01,0.096,2102.6298828125
2015-12-02,0.064,2079.510009765625
2015-12-03,0.048,2049.6201171875
2015-12-04,0.112,2091.68994140625
2015-12-07,0.064,2077.070068359375
2015-12-08,0.08,2063.590087890625
2015-12-09,0.088,2047.6199951171875
2015-12-10,0.08,2052.22998046875
2015-12-11,0.112,2012.3699951171875
2015-12-14,0.064,2021.93994140625
2015-12-15,0.096,2043.4100341796875
2015-12-16,0.104,2073.070068359375
2015-12-17,0.064,2041.8900146484375
2015-12-18,0.08,2005.550048828125
2015-12-21,0.128,2021.1500244140625
2015-12-22,0.12,2038.969970703125
2015-12-23,0.136,2064.2900390625
2015-12-24,0.168,2060.989990234375
2015-12-28,0.192,2056.5
2015-12-29,0.2,2078.360107421875
2015-12-30,0.152,2063.360107421875
2015-12-31,0.216,2043.93994140625
2016-01-04,0.168,2012.6600341796875
2016-01-05,0.184,2016.7099609375
2016-01-06,0.152,1990.260009765625
2016-01-07,0.144,1943.0899658203125
2016-01-08,0.136,1922.030029296875
2016-01-11,0.096,1923.6700439453125
2016-01-12,0.08,1938.6800537109375
2016-01-13,0.128,1890.280029296875
2016-01-14,0.072,1921.8399658203125
2016-01-15,0.096,1880.3299560546875
2016-01-19,0.104,1881.3299560546875
2016-01-20,0.0,1859.3299560546875
2016-01-21,0.016,1868.989990234375
2016-01-22,0.016,1906.9000244140625
2016-01-25,0.0,1877.0799560546875
2016-01-26,0.0,1903.6300048828125
2016-01-27,-0.032,1882.949951171875
2016-01-28,-0.024,1893.3599853515625
2016-01-29,0.0,1940.239990234375
2016-02-01,-0.016,1939.3800048828125
2016-02-02,-0.04,1903.030029296875
2016-02-03,0.0,1912.530029296875
2016-02-04,-0.032,1915.449951171875
2016-02-05,-0.016,1880.050048828125
2016-02-08,-0.008,1853.43994140625
2016-02-09,0.024,1852.2099609375
2016-02-10,0.024,1851.8599853515625
2016-02-11,0.016,1829.0799560546875
2016-02-12,0.008,1864.780029296875
2016-02-16,0.016,1895.5799560546875
2016-02-17,0.008,1926.8199462890625
2016-02-18,0.0,1917.8299560546875
2016-02-19,0.024,1917.780029296875
2016-02-22,0.008,1945.5
2016-02-23,0.032,1921.27001953125
2016-02-24,0.0,1929.800048828125
2016-02-25,-0.04,1951.699951171875
2016-02-26,0.016,1948.050048828125
2016-02-29,-0.064,1932.22998046875
2016-03-01,-0.024,1978.3499755859375
2016-03-02,-0.032,1986.449951171875
2016-03-03,-0.048,1993.4000244140625
2016-03-04,0.0,1999.989990234375
2016-03-07,-0.048,2001.760009765625
2016-03-08,-0.08,1979.260009765625
2016-03-09,-0.024,1989.260009765625
2016-03-10,-0.056,1989.5699462890625
2016-03-11,-0.112,2022.18994140625
2016-03-14,-0.16,2019.6400146484375
2016-03-15,-0.168,2015.9300537109375
2016-03-16,-0.144,2027.219970703125
2016-03-17,-0.16,2040.5899658203125
2016-03-18,-0.096,2049.580078125
2016-03-21,-0.16,2051.60009765625
2016-03-22,-0.048,2049.800048828125
2016-03-23,0.024,2036.7099609375
2016-03-24,-0.016,2035.93994140625
2016-03-28,0.0,2037.050048828125
2016-03-29,-0.008,2055.010009765625
2016-03-30,0.008,2063.949951171875
2016-03-31,0.008,2059.739990234375
2016-04-01,0.024,2072.780029296875
2016-04-04,0.0,2066.1298828125
2016-04-05,0.024,2045.1700439453125
2016-04-06,0.024,2066.659912109375
2016-04-07,0.032,2041.9100341796875
2016-04-08,0.008,2047.5999755859375
2016-04-11,0.016,2041.989990234375
2016-04-12,0.0,2061.719970703125
2016-04-13,0.024,2082.419921875
2016-04-14,0.016,2082.780029296875
2016-04-15,0.016,2080.72998046875
2016-04-18,0.0,2094.340087890625
2016-04-19,0.024,2100.800048828125
2016-04-20,0.032,2102.39990234375
2016-04-21,0.016,2091.47998046875
2016-04-22,0.016,2091.580078125
2016-04-25,0.032,2087.7900390625
2016-04-26,0.032,2091.699951171875
2016-04-27,0.024,2095.14990234375
2016-04-28,0.024,2075.81005859375
2016-04-29,0.016,2065.300048828125
2016-05-02,0.008,2081.429931640625
2016-05-03,-0.008,2063.3701171875
2016-05-04,0.024,2051.1201171875
2016-05-05,0.0,2050.6298828125
2016-05-06,0.008,2057.139892578125
2016-05-09,0.048,2058.68994140625
2016-05-10,0.088,2084.389892578125
2016-05-11,0.104,2064.4599609375
2016-05-12,0.136,2064.110107421875
2016-05-13,0.232,2046.6099853515625
2016-05-16,0.248,2066.659912109375
2016-05-17,0.272,2047.2099609375
2016-05-18,0.264,2047.6300048828125
2016-05-19,0.312,2040.0400390625
2016-05-20,0.336,2052.320068359375
2016-05-23,0.328,2048.0400390625
2016-05-24,0.36,2076.06005859375
2016-05-25,0.32,2090.5400390625
2016-05-26,0.344,2090.10009765625
2016-05-27,0.32,2099.06005859375
2016-05-31,0.32,2096.949951171875
2016-06-01,0.208,2099.330078125
2016-06-02,0.232,2105.260009765625
2016-06-03,0.184,2099.1298828125
2016-06-06,0.152,2109.409912109375
2016-06-07,0.136,2112.1298828125
2016-06-08,0.168,2119.1201171875
2016-06-09,0.16,2115.47998046875
2016-06-10,0.144,2096.070068359375
2016-06-13,0.136,2079.06005859375
2016-06-14,0.144,2075.320068359375
2016-06-15,0.184,2071.5
2016-06-16,0.136,2077.989990234375
2016-06-17,0.288,2071.219970703125
2016-06-20,0.168,2083.25
2016-06-21,0.2,2088.89990234375
2016-06-22,0.12,2085.449951171875
2016-06-23,0.064,2113.320068359375
2016-06-24,0.024,2037.4100341796875
2016-06-27,0.08,2000.5400390625
2016-06-28,0.128,2036.0899658203125
2016-06-29,0.096,2070.77001953125
2016-06-30,0.104,2098.860107421875
2016-07-01,0.048,2102.949951171875
2016-07-05,0.056,2088.550048828125
2016-07-06,0.072,2099.72998046875
2016-07-07,0.024,2097.89990234375
2016-07-08,0.032,2129.89990234375
2016-07-11,-0.008,2137.159912109375
2016-07-12,-0.048,2152.139892578125
2016-07-13,0.0,2152.429931640625
2016-07-14,0.032,2163.75
2016-07-15,0.008,2161.739990234375
2016-07-18,0.016,2166.889892578125
2016-07-19,-0.016,2163.780029296875
2016-07-20,0.024,2173.02001953125
2016-07-21,-0.016,2165.169921875
2016-07-22,-0.024,2175.030029296875
2016-07-25,-0.008,2168.47998046875
2016-07-26,0.008,2169.179931640625
2016-07-27,-0.008,2166.580078125
2016-07-28,0.04,2170.06005859375
2016-07-29,0.04,2173.60009765625
2016-08-01,-0.024,2170.840087890625
2016-08-02,0.0,2157.030029296875
2016-08-03,0.024,2163.7900390625
2016-08-04,0.0,2164.25
2016-08-05,0.048,2182.8701171875
2016-08-08,0.04,2180.889892578125
2016-08-09,0.024,2181.739990234375
2016-08-10,0.024,2175.489990234375
2016-08-11,-0.008,2185.7900390625
2016-08-12,-0.016,2184.050048828125
2016-08-15,-0.008,2190.14990234375
2016-08-16,0.008,2178.14990234375
2016-08-17,0.056,2182.219970703125
2016-08-18,-0.024,2187.02001953125
2016-08-19,0.0,2183.8701171875
2016-08-22,0.008,2182.639892578125
2016-08-23,0.04,2186.89990234375
2016-08-24,0.032,2175.43994140625
2016-08-25,0.024,2172.469970703125
2016-08-26,0.016,2169.0400390625
2016-08-29,-0.008,2180.3798828125
2016-08-30,0.024,2176.1201171875
2016-08-31,0.04,2170.949951171875
2016-09-01,0.04,2170.860107421875
2016-09-02,0.008,2179.97998046875
2016-09-06,-0.024,2186.47998046875
2016-09-07,-0.032,2186.159912109375
2016-09-08,-0.008,2181.300048828125
2016-09-09,-0.048,2127.81005859375
2016-09-12,-0.048,2159.0400390625
2016-09-13,-0.016,2127.02001953125
2016-09-14,-0.016,2125.77001953125
2016-09-15,-0.016,2147.260009765625
2016-09-16,-0.008,2139.159912109375
2016-09-19,-0.016,2139.1201171875
2016-09-20,-0.032,2139.760009765625
2016-09-21,-0.008,2163.1201171875
2016-09-22,-0.016,2177.179931640625
2016-09-23,0.032,2164.68994140625
2016-09-26,-0.024,2146.10009765625
2016-09-27,-0.016,2159.929931640625
2016-09-28,0.056,2171.3701171875
2016-09-29,0.008,2151.1298828125
2016-09-30,0.0,2168.27001953125
2016-10-03,0.008,2161.199951171875
2016-10-04,0.016,2150.489990234375
2016-10-05,0.0,2159.72998046875
2016-10-06,0.024,2160.77001953125
2016-10-07,0.0,2153.739990234375
2016-10-10,0.016,2163.659912109375
2016-10-11,-0.008,2136.72998046875
2016-10-12,0.032,2139.179931640625
2016-10-13,0.008,2132.550048828125
2016-10-14,0.008,2132.97998046875
2016-10-17,-0.016,2126.5
2016-10-18,0.0,2139.60009765625
2016-10-19,0.0,2144.2900390625
2016-10-20,0.008,2141.340087890625
2016-10-21,0.008,2141.159912109375
2016-10-24,0.024,2151.330078125
2016-10-25,0.0,2143.159912109375
2016-10-26,0.056,2139.429931640625
2016-10-27,0.04,2133.0400390625
2016-10-28,0.048,2126.409912109375
2016-10-31,0.064,2126.14990234375
2016-11-01,0.088,2111.719970703125
2016-11-02,0.072,2097.93994140625
2016-11-03,0.064,2088.659912109375
2016-11-04,0.032,2085.179931640625
2016-11-07,0.008,2131.52001953125
2016-11-08,0.056,2139.56005859375
2016-11-09,0.0,2163.260009765625
2016-11-10,0.056,2167.47998046875
2016-11-11,0.04,2164.449951171875
2016-11-14,0.048,2164.199951171875
2016-11-15,0.024,2180.389892578125
2016-11-16,0.04,2176.93994140625
2016-11-17,0.016,2187.1201171875
2016-11-18,0.008,2181.89990234375
2016-11-21,0.04,2198.179931640625
2016-11-22,0.0,2202.93994140625
2016-11-23,0.0,2204.719970703125
2016-11-25,0.016,2213.35009765625
2016-11-28,0.04,2201.719970703125
2016-11-29,0.04,2204.659912109375
2016-11-30,-0.016,2198.81005859375
2016-12-01,0.032,2191.080078125
2016-12-02,0.064,2191.949951171875
2016-12-05,0.064,2204.7099609375
2016-12-06,0.08,2212.22998046875
2016-12-07,0.08,2241.35009765625
2016-12-08,0.016,2246.18994140625
2016-12-09,0.04,2259.530029296875
2016-12-12,0.0,2256.9599609375
2016-12-13,0.048,2271.719970703125
2016-12-14,0.04,2253.280029296875
2016-12-15,0.024,2262.030029296875
2016-12-16,0.064,2258.070068359375
2016-12-19,0.0,2262.530029296875
2016-12-20,0.024,2270.760009765625
2016-12-21,0.048,2265.179931640625
2016-12-22,0.064,2260.9599609375
2016-12-23,0.04,2263.7900390625
2016-12-27,0.008,2268.8798828125
2016-12-28,0.056,2249.919921875
2016-12-29,-0.008,2249.260009765625
