,confidence,price
2000-08-14,0.08,1491.56005859375
2000-08-15,0.088,1484.4300537109375
2000-08-16,0.024,1479.8499755859375
2000-08-17,0.04,1496.0699462890625
2000-08-18,0.064,1491.719970703125
2000-08-21,0.048,1499.47998046875
2000-08-22,0.032,1498.1300048828125
2000-08-23,0.064,1505.969970703125
2000-08-24,0.048,1508.31005859375
2000-08-25,0.08,1506.449951171875
2000-08-28,0.04,1514.0899658203125
2000-08-29,0.048,1509.8399658203125
2000-08-30,0.064,1502.5899658203125
2000-08-31,0.08,1517.6800537109375
2000-09-01,0.096,1520.77001953125
2000-09-05,0.112,1507.0799560546875
2000-09-06,0.136,1492.25
2000-09-07,0.176,1502.510009765625
2000-09-08,0.144,1494.5
2000-09-11,0.136,1489.260009765625
2000-09-12,0.168,1481.989990234375
2000-09-13,0.168,1484.9100341796875
2000-09-14,0.176,1480.8699951171875
2000-09-15,0.152,1465.81005859375
2000-09-18,0.144,1444.510009765625
2000-09-19,0.184,1459.9000244140625
2000-09-20,0.16,1451.3399658203125
2000-09-21,0.152,1449.050048828125
2000-09-22,0.168,1448.719970703125
2000-09-25,0.2,1439.030029296875
2000-09-26,0.208,1427.2099609375
2000-09-27,0.2,1426.5699462890625
2000-09-28,0.24,1458.2900390625
2000-09-29,0.184,1436.510009765625
2000-10-02,0.144,1436.22998046875
2000-10-03,0.136,1426.4599609375
2000-10-04,0.136,1434.3199462890625
2000-10-05,0.168,1436.280029296875
2000-10-06,0.2,1408.989990234375
2000-10-09,0.128,1402.030029296875
2000-10-10,0.16,1387.02001953125
2000-10-11,0.168,1364.5899658203125
2000-10-12,0.104,1329.780029296875
2000-10-13,0.048,1374.1700439453125
2000-10-16,0.048,1374.6199951171875
2000-10-17,0.016,1349.969970703125
2000-10-18,0.024,1342.1300048828125
2000-10-19,0.016,1388.760009765625
2000-10-20,0.04,1396.9300537109375
2000-10-23,0.024,1395.780029296875
2000-10-24,0.008,1398.1300048828125
2000-10-25,-0.008,1364.9000244140625
2000-10-26,0.008,1364.43994140625
2000-10-27,0.024,1379.5799560546875
2000-10-30,0.016,1398.6600341796875
2000-10-31,-0.008,1429.4000244140625
2000-11-01,0.008,1421.219970703125
2000-11-02,0.0,1428.3199462890625
2000-11-03,0.0,1426.68994140625
2000-11-06,-0.008,1432.18994140625
2000-11-07,0.0,1431.8699951171875
2000-11-08,0.008,1409.280029296875
2000-11-09,0.0,1400.1400146484375
2000-11-10,0.0,1365.97998046875
2000-11-13,0.008,1351.260009765625
2000-11-14,0.008,1382.949951171875
2000-11-15,0.008,1389.81005859375
2000-11-16,0.008,1372.3199462890625
2000-11-17,0.0,1367.719970703125
2000-11-20,0.024,1342.6199951171875
2000-11-21,0.016,1347.3499755859375
2000-11-22,0.008,1322.3599853515625
2000-11-24,0.016,1341.77001953125
2000-11-27,0.0,1348.969970703125
2000-11-28,0.024,1336.0899658203125
2000-11-29,0.032,1341.9300537109375
2000-11-30,-0.032,1314.949951171875
2000-12-01,0.016,1315.22998046875
2000-12-04,0.024,1324.969970703125
2000-12-05,0.0,1376.5400390625
2000-12-06,0.008,1351.4599609375
2000-12-07,0.0,1343.550048828125
2000-12-08,0.016,1369.8900146484375
2000-12-11,0.04,1380.199951171875
2000-12-12,0.032,1371.1800537109375
2000-12-13,0.008,1359.989990234375
2000-12-14,-0.024,1340.9300537109375
2000-12-15,0.008,1312.1500244140625
2000-12-18,0.008,1322.739990234375
2000-12-19,0.032,1305.5999755859375
2000-12-20,0.016,1264.739990234375
2000-12-21,0.0,1274.8599853515625
2000-12-22,0.008,1305.949951171875
2000-12-26,0.024,1315.18994140625
2000-12-27,-0.008,1328.9200439453125
2000-12-28,0.024,1334.219970703125
2000-12-29,0.0,1320.280029296875
2001-01-02,0.016,1283.27001953125
2001-01-03,0.008,1347.56005859375
2001-01-04,0.0,1333.3399658203125
2001-01-05,-0.016,1298.3499755859375
2001-01-08,-0.008,1295.8599853515625
2001-01-09,-0.016,1300.800048828125
2001-01-10,0.0,1313.27001953125
2001-01-11,-0.032,1326.8199462890625
2001-01-12,-0.016,1318.550048828125
2001-01-16,-0.024,1326.6500244140625
2001-01-17,-0.024,1329.469970703125
2001-01-18,-0.032,1347.969970703125
2001-01-19,-0.016,1342.5400390625
2001-01-22,0.008,1342.9000244140625
2001-01-23,-0.008,1360.4000244140625
2001-01-24,-0.008,1364.300048828125
2001-01-25,0.008,1357.510009765625
2001-01-26,0.024,1354.949951171875
2001-01-29,0.048,1364.1700439453125
2001-01-30,-0.016,1373.72998046875
2001-01-31,0.048,1366.010009765625
2001-02-01,0.024,1373.469970703125
2001-02-02,0.016,1349.469970703125
2001-02-05,0.016,1354.31005859375
2001-02-06,0.024,1352.260009765625
2001-02-07,0.048,1340.8900146484375
2001-02-08,0.072,1332.530029296875
2001-02-09,0.056,1314.760009765625
2001-02-12,0.072,1330.31005859375
2001-02-13,0.048,1318.800048828125
2001-02-14,0.104,1315.9200439453125
2001-02-15,0.056,1326.6099853515625
2001-02-16,0.072,1301.530029296875
2001-02-20,0.08,1278.93994140625
2001-02-21,0.056,1255.27001953125
2001-02-22,0.104,1252.8199462890625
2001-02-23,0.08,1245.8599853515625
2001-02-26,0.112,1267.6500244140625
2001-02-27,0.136,1257.93994140625
2001-02-28,0.072,1239.93994140625
2001-03-01,0.048,1241.22998046875
2001-03-02,0.096,1234.1800537109375
2001-03-05,0.096,1241.4100341796875
2001-03-06,0.04,1253.800048828125
2001-03-07,0.056,1261.8900146484375
2001-03-08,0.024,1264.739990234375
2001-03-09,0.048,1233.4200439453125
2001-03-12,0.048,1180.1600341796875
2001-03-13,0.016,1197.6600341796875
2001-03-14,0.04,1166.7099609375
2001-03-15,0.04,1173.56005859375
2001-03-16,-0.016,1150.530029296875
2001-03-19,-0.016,1170.81005859375
2001-03-20,0.0,1142.6199951171875
2001-03-21,-0.024,1122.1400146484375
2001-03-22,0.0,1117.5799560546875
2001-03-23,0.008,1139.8299560546875
2001-03-26,-0.032,1152.68994140625
2001-03-27,0.024,1182.1700439453125
2001-03-28,-0.024,1153.2900390625
2001-03-29,0.016,1147.949951171875
2001-03-30,0.008,1160.3299560546875
2001-04-02,-0.016,1145.8699951171875
2001-04-03,0.008,1106.4599609375
2001-04-04,-0.024,1103.25
2001-04-05,-0.016,1151.43994140625
2001-04-06,-0.024,1128.4300537109375
2001-04-09,-0.008,1137.5899658203125
2001-04-10,-0.064,1168.3800048828125
2001-04-11,-0.024,1165.8900146484375
2001-04-12,-0.048,1183.5
2001-04-16,-0.064,1179.6800537109375
2001-04-17,-0.024,1191.81005859375
2001-04-18,-0.024,1238.1600341796875
2001-04-19,-0.016,1253.68994140625
2001-04-20,-0.016,1242.97998046875
2001-04-23,0.0,1224.3599853515625
2001-04-24,-0.056,1209.469970703125
2001-04-25,-0.04,1228.75
2001-04-26,-0.08,1234.52001953125
2001-04-27,-0.064,1253.050048828125
2001-04-30,-0.04,1249.4599609375
2001-05-01,-0.064,1266.43994140625
2001-05-02,0.0,1267.4300537109375
2001-05-03,-0.064,1248.5799560546875
2001-05-04,-0.04,1266.6099853515625
2001-05-07,-0.088,1263.510009765625
2001-05-08,-0.112,1261.199951171875
2001-05-09,-0.104,1255.5400390625
2001-05-10,-0.032,1255.1800537109375
2001-05-11,-0.032,1245.6700439453125
2001-05-14,-0.04,1248.9200439453125
2001-05-15,-0.04,1249.43994140625
2001-05-16,-0.024,1284.989990234375
2001-05-17,-0.048,1288.489990234375
2001-05-18,0.016,1291.9599609375
2001-05-21,-0.024,1312.8299560546875
2001-05-22,0.016,1309.3800048828125
2001-05-23,0.008,1289.050048828125
2001-05-24,0.0,1293.1700439453125
2001-05-25,0.016,1277.8900146484375
2001-05-29,0.0,1267.9300537109375
2001-05-30,-0.008,1248.0799560546875
2001-05-31,0.008,1255.8199462890625
2001-06-01,0.008,1260.6700439453125
2001-06-04,0.016,1267.1099853515625
2001-06-05,0.008,1283.5699462890625
2001-06-06,0.0,1270.030029296875
2001-06-07,0.008,1276.9599609375
2001-06-08,-0.024,1264.9599609375
2001-06-11,-0.024,1254.3900146484375
2001-06-12,-0.024,1255.8499755859375
2001-06-13,0.0,1241.5999755859375
2001-06-14,0.0,1219.8699951171875
2001-06-15,-0.008,1214.3599853515625
2001-06-18,0.032,1208.4300537109375
2001-06-19,0.016,1212.5799560546875
2001-06-20,-0.024,1223.1400146484375
2001-06-21,-0.016,1237.0400390625
2001-06-22,-0.008,1225.3499755859375
2001-06-25,0.008,1218.5999755859375
2001-06-26,-0.008,1216.760009765625
2001-06-27,0.008,1211.0699462890625
2001-06-28,0.0,1226.199951171875
2001-06-29,0.024,1224.3800048828125
2001-07-02,-0.008,1236.719970703125
2001-07-03,0.024,1234.449951171875
2001-07-05,-0.016,1219.239990234375
2001-07-06,0.024,1190.5899658203125
2001-07-09,0.008,1198.780029296875
2001-07-10,0.0,1181.52001953125
2001-07-11,-0.032,1180.1800537109375
2001-07-12,-0.008,1208.1400146484375
2001-07-13,-0.024,1215.6800537109375
2001-07-16,-0.016,1202.449951171875
2001-07-17,-0.088,1214.43994140625
2001-07-18,-0.04,1207.7099609375
2001-07-19,-0.04,1215.02001953125
2001-07-20,-0.04,1210.8499755859375
2001-07-23,0.0,1191.030029296875
2001-07-24,-0.008,1171.6500244140625
2001-07-25,0.0,1190.489990234375
2001-07-26,-0.008,1202.9300537109375
2001-07-27,-0.048,1205.8199462890625
2001-07-30,-0.024,1204.52001953125
2001-07-31,-0.072,1211.22998046875
2001-08-01,-0.064,1215.9300537109375
2001-08-02,-0.056,1220.75
2001-08-03,-0.008,1214.3499755859375
2001-08-06,-0.04,1200.47998046875
2001-08-07,-0.016,1204.4000244140625
2001-08-08,-0.032,1183.530029296875
2001-08-09,-0.04,1183.4300537109375
2001-08-10,-0.056,1190.1600341796875
2001-08-13,-0.104,1191.2900390625
2001-08-14,-0.048,1186.72998046875
2001-08-15,-0.056,1178.02001953125
2001-08-16,-0.08,1181.6600341796875
2001-08-17,-0.032,1161.969970703125
2001-08-20,-0.128,1171.4100341796875
2001-08-21,-0.072,1157.260009765625
2001-08-22,-0.048,1165.31005859375
2001-08-23,-0.016,1162.0899658203125
2001-08-24,-0.104,1184.9300537109375
2001-08-27,-0.096,1179.2099609375
2001-08-28,-0.096,1161.510009765625
2001-08-29,-0.064,1148.56005859375
2001-08-30,0.0,1129.030029296875
2001-08-31,-0.08,1133.5799560546875
2001-09-04,-0.08,1132.93994140625
2001-09-05,-0.016,1131.739990234375
2001-09-06,-0.032,1106.4000244140625
2001-09-07,-0.048,1085.780029296875
2001-09-10,-0.064,1092.5400390625
2001-09-17,-0.088,1038.77001953125
2001-09-18,-0.08,1032.739990234375
2001-09-19,-0.056,1016.0999755859376
2001-09-20,-0.072,984.5399780273438
2001-09-21,-0.144,965.7999877929688
2001-09-24,-0.168,1003.4500122070312
2001-09-25,-0.144,1012.27001953125
2001-09-26,-0.176,1007.0399780273438
2001-09-27,-0.104,1018.6099853515624
2001-09-28,-0.136,1040.93994140625
2001-10-01,-0.136,1038.550048828125
2001-10-02,-0.096,1051.3299560546875
2001-10-03,-0.064,1072.280029296875
2001-10-04,-0.032,1069.6300048828125
2001-10-05,-0.056,1071.3800048828125
2001-10-08,-0.048,1062.43994140625
2001-10-09,-0.056,1056.75
2001-10-10,-0.064,1080.989990234375
2001-10-11,-0.072,1097.4300537109375
2001-10-12,-0.08,1091.6500244140625
2001-10-15,-0.088,1089.97998046875
2001-10-16,-0.088,1097.5400390625
2001-10-17,-0.072,1077.0899658203125
2001-10-18,-0.088,1068.6099853515625
2001-10-19,-0.096,1073.47998046875
2001-10-22,-0.112,1089.9000244140625
2001-10-23,-0.056,1084.780029296875
2001-10-24,-0.096,1085.199951171875
2001-10-25,-0.12,1100.0899658203125
2001-10-26,-0.112,1104.6099853515625
2001-10-29,-0.152,1078.300048828125
2001-10-30,-0.12,1059.7900390625
2001-10-31,-0.112,1059.780029296875
2001-11-01,-0.096,1084.0999755859375
2001-11-02,-0.112,1087.199951171875
2001-11-05,-0.144,1102.8399658203125
2001-11-06,-0.152,1118.8599853515625
2001-11-07,-0.152,1115.800048828125
2001-11-08,-0.16,1118.5400390625
2001-11-09,-0.144,1120.31005859375
2001-11-12,-0.144,1118.3299560546875
2001-11-13,-0.136,1139.0899658203125
2001-11-14,-0.144,1141.2099609375
2001-11-15,-0.128,1142.239990234375
2001-11-16,-0.128,1138.6500244140625
2001-11-19,-0.152,1151.06005859375
2001-11-20,-0.168,1142.6600341796875
2001-11-21,-0.128,1137.030029296875
2001-11-23,-0.112,1150.3399658203125
2001-11-26,-0.12,1157.4200439453125
2001-11-27,-0.152,1149.5
2001-11-28,-0.176,1128.52001953125
2001-11-29,-0.136,1140.199951171875
2001-11-30,-0.104,1139.449951171875
2001-12-03,-0.152,1129.9000244140625
2001-12-04,-0.136,1144.800048828125
2001-12-05,-0.144,1170.3499755859375
2001-12-06,-0.144,1167.0999755859375
2001-12-07,-0.16,1158.31005859375
2001-12-10,-0.136,1139.9300537109375
2001-12-11,-0.144,1136.760009765625
2001-12-12,-0.152,1137.0699462890625
2001-12-13,-0.12,1119.3800048828125
2001-12-14,-0.136,1123.0899658203125
2001-12-17,-0.176,1134.3599853515625
2001-12-18,-0.2,1142.9200439453125
2001-12-19,-0.176,1149.56005859375
2001-12-20,-0.192,1139.9300537109375
2001-12-21,-0.16,1144.8900146484375
2001-12-24,-0.192,1144.6500244140625
2001-12-26,-0.2,1149.3699951171875
2001-12-27,-0.184,1157.1300048828125
2001-12-28,-0.176,1161.02001953125
2001-12-31,-0.168,1148.0799560546875
2002-01-02,-0.168,1154.6700439453125
2002-01-03,-0.168,1165.27001953125
2002-01-04,-0.112,1172.510009765625
2002-01-07,-0.096,1164.8900146484375
2002-01-08,-0.072,1160.7099609375
2002-01-09,-0.056,1155.1400146484375
2002-01-10,-0.04,1156.550048828125
2002-01-11,-0.016,1145.5999755859375
2002-01-14,-0.024,1138.4100341796875
2002-01-15,-0.04,1146.18994140625
2002-01-16,-0.048,1127.5699462890625
2002-01-17,-0.04,1138.8800048828125
2002-01-18,-0.04,1127.5799560546875
2002-01-22,-0.032,1119.31005859375
2002-01-23,-0.016,1128.1800537109375
2002-01-24,0.008,1132.1500244140625
2002-01-25,-0.024,1133.280029296875
2002-01-28,-0.024,1133.06005859375
2002-01-29,-0.04,1100.6400146484375
2002-01-30,-0.04,1113.5699462890625
2002-01-31,-0.056,1130.199951171875
2002-02-01,-0.056,1122.199951171875
2002-02-04,-0.064,1094.43994140625
2002-02-05,-0.088,1090.02001953125
2002-02-06,-0.048,1083.510009765625
2002-02-07,-0.088,1080.1700439453125
2002-02-08,-0.08,1096.219970703125
2002-02-11,-0.08,1111.93994140625
2002-02-12,-0.08,1107.5
2002-02-13,-0.08,1118.510009765625
2002-02-14,-0.104,1116.47998046875
2002-02-15,-0.16,1104.1800537109375
2002-02-19,-0.12,1083.3399658203125
2002-02-20,-0.128,1097.97998046875
2002-02-21,-0.104,1080.949951171875
2002-02-22,-0.08,1089.8399658203125
2002-02-25,-0.08,1109.4300537109375
2002-02-26,-0.104,1109.3800048828125
2002-02-27,-0.104,1109.8900146484375
2002-02-28,-0.112,1106.72998046875
2002-03-01,-0.12,1131.780029296875
2002-03-04,-0.12,1153.8399658203125
2002-03-05,-0.12,1146.1400146484375
2002-03-06,-0.112,1162.77001953125
2002-03-07,-0.096,1157.5400390625
2002-03-08,-0.112,1164.31005859375
2002-03-11,-0.08,1168.260009765625
2002-03-12,-0.088,1165.5799560546875
2002-03-13,-0.056,1154.0899658203125
2002-03-14,-0.064,1153.0400390625
2002-03-15,-0.072,1166.1600341796875
2002-03-18,-0.064,1165.550048828125
2002-03-19,-0.048,1170.2900390625
2002-03-20,-0.04,1151.8499755859375
2002-03-21,-0.032,1153.5899658203125
2002-03-22,-0.032,1148.699951171875
2002-03-25,-0.008,1131.8699951171875
2002-03-26,-0.032,1138.489990234375
2002-03-27,-0.024,1144.5799560546875
2002-03-28,-0.008,1147.3900146484375
2002-04-01,-0.024,1146.5400390625
2002-04-02,-0.016,1136.760009765625
2002-04-03,0.0,1125.4000244140625
2002-04-04,0.0,1126.3399658203125
2002-04-05,0.0,1122.72998046875
2002-04-08,-0.024,1125.2900390625
2002-04-09,0.024,1117.800048828125
2002-04-10,-0.04,1130.469970703125
2002-04-11,-0.024,1103.68994140625
2002-04-12,0.0,1111.010009765625
2002-04-15,-0.032,1102.550048828125
2002-04-16,-0.008,1128.3699951171875
2002-04-17,-0.04,1126.0699462890625
2002-04-18,-0.048,1124.469970703125
2002-04-19,-0.024,1125.1700439453125
2002-04-22,-0.008,1107.8299560546875
2002-04-23,-0.064,1100.9599609375
2002-04-24,-0.032,1093.1400146484375
2002-04-25,-0.064,1091.47998046875
2002-04-26,-0.096,1076.3199462890625
2002-04-29,-0.056,1065.449951171875
2002-04-30,-0.056,1076.9200439453125
2002-05-01,-0.072,1086.4599609375
2002-05-02,-0.096,1084.56005859375
2002-05-03,-0.032,1073.4300537109375
2002-05-06,-0.12,1052.6700439453125
2002-05-07,-0.072,1049.489990234375
2002-05-08,-0.064,1088.8499755859375
2002-05-09,-0.12,1073.010009765625
2002-05-10,-0.096,1054.989990234375
2002-05-13,-0.024,1074.56005859375
2002-05-14,-0.032,1097.280029296875
2002-05-15,-0.056,1091.0699462890625
2002-05-16,-0.104,1098.22998046875
2002-05-17,-0.032,1106.5899658203125
2002-05-20,-0.072,1091.8800048828125
2002-05-21,-0.08,1079.8800048828125
2002-05-22,-0.136,1086.02001953125
2002-05-23,-0.064,1097.0799560546875
2002-05-24,-0.12,1083.8199462890625
2002-05-28,-0.12,1074.550048828125
2002-05-29,-0.104,1067.6600341796875
2002-05-30,-0.08,1064.6600341796875
2002-05-31,-0.096,1067.1400146484375
2002-06-03,-0.072,1040.6800537109375
2002-06-04,-0.096,1040.68994140625
2002-06-05,-0.088,1049.9000244140625
2002-06-06,-0.168,1029.1500244140625
2002-06-07,-0.096,1027.530029296875
2002-06-10,-0.112,1030.739990234375
2002-06-11,-0.072,1013.5999755859376
2002-06-12,-0.088,1020.260009765625
2002-06-13,-0.096,1009.5599975585938
2002-06-14,-0.12,1007.27001953125
2002-06-17,-0.112,1036.1700439453125
2002-06-18,-0.072,1037.1400146484375
2002-06-19,-0.072,1019.989990234375
2002-06-20,-0.12,1006.2899780273438
2002-06-21,-0.104,989.1400146484376
2002-06-24,-0.096,992.719970703125
2002-06-25,-0.144,976.1400146484376
2002-06-26,-0.144,973.530029296875
2002-06-27,-0.104,990.6400146484376
2002-06-28,-0.12,989.8200073242188
2002-07-01,-0.128,968.6500244140624
2002-07-02,-0.136,948.0900268554688
2002-07-03,-0.176,953.989990234375
2002-07-05,-0.096,989.030029296875
2002-07-08,-0.136,976.97998046875
2002-07-09,-0.128,952.8300170898438
2002-07-10,-0.112,920.469970703125
2002-07-11,-0.112,927.3699951171876
2002-07-12,-0.128,921.3900146484376
2002-07-15,-0.088,917.9299926757812
2002-07-16,-0.072,900.9400024414062
2002-07-17,-0.12,906.0399780273438
2002-07-18,-0.112,881.5599975585938
2002-07-19,-0.128,847.75
2002-07-22,-0.112,819.8499755859375
2002-07-23,-0.136,797.7000122070312
2002-07-24,-0.104,843.4299926757812
2002-07-25,-0.12,838.6799926757812
2002-07-26,-0.136,852.8400268554688
2002-07-29,-0.12,898.9600219726562
2002-07-30,-0.128,902.780029296875
2002-07-31,-0.096,911.6199951171876
2002-08-01,-0.128,884.6599731445312
2002-08-02,-0.12,864.239990234375
2002-08-05,-0.12,834.5999755859375
2002-08-06,-0.152,859.5700073242188
2002-08-07,-0.112,876.77001953125
2002-08-08,-0.104,905.4600219726562
2002-08-09,-0.104,908.6400146484376
2002-08-12,-0.096,903.7999877929688
2002-08-13,-0.112,884.2100219726562
2002-08-14,-0.12,919.6199951171876
2002-08-15,-0.144,930.25
2002-08-16,-0.152,928.77001953125
2002-08-19,-0.088,950.7000122070312
2002-08-20,-0.112,937.4299926757812
2002-08-21,-0.112,949.3599853515624
2002-08-22,-0.112,962.7000122070312
2002-08-23,-0.12,940.8599853515624
2002-08-26,-0.112,947.9500122070312
2002-08-27,-0.152,934.8200073242188
2002-08-28,-0.144,917.8699951171876
2002-08-29,-0.16,917.7999877929688
2002-08-30,-0.136,916.0700073242188
2002-09-03,-0.152,878.02001953125
2002-09-04,-0.16,893.4000244140625
2002-09-05,-0.128,879.1500244140625
2002-09-06,-0.16,893.9199829101562
2002-09-09,-0.152,902.9600219726562
2002-09-10,-0.112,909.5800170898438
2002-09-11,-0.096,909.4500122070312
2002-09-12,-0.08,886.9099731445312
2002-09-13,-0.08,889.8099975585938
2002-09-16,-0.096,891.0999755859375
2002-09-17,-0.104,873.52001953125
2002-09-18,-0.112,869.4600219726562
2002-09-19,-0.112,843.3200073242188
2002-09-20,-0.096,845.3900146484375
2002-09-23,-0.104,833.7000122070312
2002-09-24,-0.12,819.2899780273438
2002-09-25,-0.112,839.6599731445312
2002-09-26,-0.12,854.9500122070312
2002-09-27,-0.112,827.3699951171875
2002-09-30,-0.104,815.280029296875
2002-10-01,-0.112,847.9099731445312
2002-10-02,-0.12,827.9099731445312
2002-10-03,-0.128,818.9500122070312
2002-10-04,-0.128,800.5800170898438
2002-10-07,-0.144,785.280029296875
2002-10-08,-0.136,798.5499877929688
2002-10-09,-0.144,776.760009765625
2002-10-10,-0.16,803.9199829101562
2002-10-11,-0.152,835.3200073242188
2002-10-14,-0.152,841.4400024414062
2002-10-15,-0.152,881.27001953125
2002-10-16,-0.136,860.02001953125
2002-10-17,-0.16,879.2000122070312
2002-10-18,-0.144,884.3900146484375
2002-10-21,-0.168,899.719970703125
