Date;Price
2003-12-01;1.2170928716659546
2003-12-08;1.2185016870498657
2003-12-15;1.2358037233352661
2003-12-22;1.2433944940567017
2003-12-29;1.2638070583343506
2004-01-05;1.2850992679595947
2004-01-12;1.2388043403625488
2004-01-19;1.2574979066848755
2004-01-26;1.2477073669433594
2004-02-02;1.2647981643676758
2004-02-09;1.272799015045166
2004-02-16;1.2507973909378052
2004-02-23;1.253007173538208
2004-03-01;1.2363996505737305
2004-03-08;1.221195101737976
2004-03-15;1.2277017831802368
2004-03-22;1.2115044593811035
2004-03-29;1.2114017009735107
2004-04-05;1.2093945741653442
2004-04-12;1.2022987604141235
2004-04-19;1.1808048486709595
2004-04-26;1.1992995738983154
2004-05-03;1.1893010139465332
2004-05-10;1.189499020576477
2004-05-17;1.2001056671142578
2004-05-24;1.2240052223205566
2004-05-31;1.231496810913086
2004-06-07;1.19650137424469
2004-06-14;1.2136069536209106
2004-06-21;1.217492938041687
2004-06-28;1.2333041429519653
2004-07-05;1.2414957284927368
2004-07-12;1.2457022666931152
2004-07-19;1.2111963033676147
2004-07-26;1.2045000791549683
2004-08-02;1.227400541305542
2004-08-09;1.2378076314926147
2004-08-16;1.2304966449737549
2004-08-23;1.2017064094543457
2004-08-30;1.2063016891479492
2004-09-06;1.2280938625335693
2004-09-13;1.217492938041687
2004-09-20;1.2283051013946533
2004-09-27;1.239802598953247
2004-10-04;1.2410951852798462
2004-10-11;1.2482056617736816
2004-10-18;1.27289617061615
2004-10-25;1.283202886581421
2004-11-01;1.2968990802764893
2004-11-08;1.299106240272522
2004-11-15;1.3025072813034058
2004-11-22;1.3271929025650024
2004-11-29;1.3450080156326294
2004-12-06;1.3222966194152832
2004-12-13;1.331398367881775
2004-12-20;1.3527040481567383
2004-12-27;1.3581973314285278
2005-01-03;1.3075997829437256
2005-01-10;1.3098949193954468
2005-01-17;1.3043080568313599
2005-01-24;1.302405595779419
2005-01-31;1.2854957580566406
2005-02-07;1.2888922691345215
2005-02-14;1.3071041107177734
2005-02-21;1.325398564338684
2005-02-28;1.3236967325210571
2005-03-07;1.347400188446045
2005-03-14;1.33159339427948
2005-03-21;1.2958067655563354
2005-03-28;1.2898067235946655
2005-04-04;1.2924071550369263
2005-04-11;1.2919062376022339
2005-04-18;1.305193305015564
2005-04-25;1.2862067222595215
2005-05-02;1.2820019721984863
2005-05-09;1.2603029012680054
2005-05-16;1.2553982734680176
2005-05-23;1.2531014680862427
2005-05-30;1.2231069803237915
2005-06-06;1.2115044593811035
2005-06-13;1.2193039655685425
2005-06-20;1.2110936641693115
2005-06-27;1.193602204322815
2005-07-04;1.197002649307251
2005-07-11;1.20339834690094
2005-07-18;1.2050950527191162
2005-07-25;1.2124004364013672
2005-08-01;1.2333954572677612
2005-08-08;1.2454074621200562
2005-08-15;1.21690034866333
2005-08-22;1.229997158050537
2005-08-29;1.2539026737213135
2005-09-05;1.2402946949005127
2005-09-12;1.2149930000305176
2005-09-19;1.2027037143707275
2005-09-26;1.2019952535629272
2005-10-03;1.2115044593811035
2005-10-10;1.2070006132125854
2005-10-17;1.194400668144226
2005-10-24;1.2065054178237915
2005-10-31;1.18069326877594
2005-11-07;1.1735023260116577
2005-11-14;1.1776067018508911
2005-11-21;1.1717971563339233
2005-11-28;1.1717971563339233
2005-12-05;1.1793982982635498
2005-12-12;1.2038040161132812
2005-12-19;1.1861974000930786
2005-12-26;1.1843008995056152
2006-01-02;1.2142995595932007
2006-01-09;1.216604232788086
2006-01-16;1.2170039415359497
2006-01-23;1.2105951309204102
2006-01-30;1.2027037143707275
2006-02-06;1.1900936365127563
2006-02-13;1.194843053817749
2006-02-20;1.184202790260315
2006-02-27;1.2081964015960693
2006-03-06;1.1918951272964478
2006-03-13;1.217893362045288
2006-03-20;1.20339834690094
2006-03-27;1.211798071861267
2006-04-03;1.2110936641693115
2006-04-10;1.2127974033355713
2006-04-17;1.237700343132019
2006-04-24;1.2624987363815308
2006-05-01;1.2734960317611694
2006-05-08;1.2970504760742188
2006-05-15;1.2766989469528198
2006-05-22;1.2739989757537842
2006-05-29;1.2925074100494385
2006-06-05;1.2617977857589722
2006-06-12;1.2636953592300415
2006-06-19;1.2510008811950684
2006-06-26;1.2790013551712036
2006-07-03;1.2809016704559326
2006-07-10;1.2639029026031494
2006-07-17;1.2706964015960693
2006-07-24;1.2764544486999512
2006-07-31;1.2884937524795532
2006-08-07;1.2733014822006226
2006-08-14;1.2838947772979736
2006-08-21;1.2761938571929932
2006-08-28;1.2848020792007446
2006-09-04;1.2672022581100464
2006-09-11;1.2643983364105225
2006-09-18;1.2790995836257935
2006-09-25;1.2677966356277466
2006-10-02;1.2591921091079712
2006-10-09;1.250500202178955
2006-10-16;1.2616068124771118
2006-10-23;1.2731068134307861
2006-10-30;1.271795392036438
2006-11-06;1.2848020792007446
2006-11-13;1.2822978496551514
2006-11-20;1.3158068656921387
2006-11-27;1.3357912302017212
2006-12-04;1.318704605102539
2006-12-11;1.3084039688110352
2006-12-18;1.3135944604873657
2006-12-25;1.3198009729385376
2007-01-01;1.3007960319519043
2007-01-08;1.2928917407989502
2007-01-15;1.29629385471344
2007-01-22;1.2926075458526611
2007-01-29;1.29629385471344
2007-02-05;1.301998496055603
2007-02-12;1.3149935007095337
2007-02-19;1.3183915615081787
2007-02-26;1.3186001777648926
2007-03-05;1.3130080699920654
2007-03-12;1.3318061828613281
2007-03-19;1.3265942335128784
2007-03-26;1.3357912302017212
2007-04-02;1.3373990058898926
2007-04-09;1.3576072454452515
2007-04-16;1.360396146774292
